search URL:,https://patents.google.com/?q=ginkgo&q=boloba&q=linn
id,title,assignee,inventor/author,priority date,filing/creation date,publication date,grant date,result link
JP2003176219A,Collagen tripeptide-containing skin care preparation ,"Ichimaru Pharcos Co Ltd, 一丸ファルコス株式会社","Hiroyuki Kojima, Kinue Shimizu, Tomoka Tsuda, 弘之 小島, 友香 津田, 絹恵 清水",2001-12-13,2001-12-13,2003-06-24,,https://patents.google.com/patent/JP2003176219A/en
JP2002284663A,Cosmetic composition ,"Ichimaru Pharcos Co Ltd, 一丸ファルコス株式会社","Kinue Shimizu, Kiyotaka Tanaka, 絹恵 清水, 清隆 田中",2001-03-27,2001-03-27,2002-10-03,,https://patents.google.com/patent/JP2002284663A/en
WO2012122295A2,Treatment for pancreatic adenocarcinoma and other cancers of epithelial origin ,"Ned Biosystems, Inc.",Rebecca LAMBERT,2011-03-07,2012-03-07,2012-09-13,,https://patents.google.com/patent/WO2012122295A2/en
CN106061254A,Carboxamide derivative pesticidal activity in the soil and seed treatment methods and application use ,巴斯夫农业化学品有限公司,"T·希库利亚克, M·格韦尔, A·梅农",2013-10-18,2014-10-16,2016-10-26,,https://patents.google.com/patent/CN106061254A/en
KR100872780B1,Sheet-type packs ,히사미쯔 제약 주식회사,"무타카주노리, 히노타니토모유키",2001-06-27,2002-06-27,2008-12-09,2008-12-09,https://patents.google.com/patent/KR100872780B1/en
WO2014015210A2,Microorganisms and processes for the conversion of glycerol to isoprene ,"Glycos Biotechnologies, Inc.","Sebastian BREDOW, Stephanie DONESKE, Mai Li, Huaijin ZHOU, Daniel J. Monticello, Paul Campbell",2012-07-20,2013-07-19,2014-01-23,,https://patents.google.com/patent/WO2014015210A2/en
KR101190791B1,Compositions and methods for the sustained release of beta-alanine ,"내츄럴 얼터너티브즈 인터내셔날, 인크.","존 와이즈, 로저 해리스",2005-05-23,2006-05-23,2012-10-12,2012-10-12,https://patents.google.com/patent/KR101190791B1/en
CN101301297A,Skin photoaging prophylactic agent ,杏辉天力（杭州）药业有限公司,"下田博司, 村井弘道, 田中润司, 菊池光伦",2007-05-09,2008-05-09,2008-11-12,,https://patents.google.com/patent/CN101301297A/en
WO1998052959A1,"Novel glycosylated ginkgolide derivatives, their application as medicines and pharmaceutical compositions ",Societe De Conseils De Recherches Et D'applications Scientifiques (S.C.R.A.S.),"Andrea Vasella, Martin Weber",1997-05-20,1998-05-20,1998-11-26,,https://patents.google.com/patent/WO1998052959A1/en
JP2003111581A,Health drink ,"Saburo Toyoda, 三郎 豊田","Saburo Toyoda, 三郎 豊田",2001-10-02,2001-10-02,2003-04-15,,https://patents.google.com/patent/JP2003111581A/en
WO1997015293A2,Method of producing multi-layer medicaments in solid form for oral or rectal administration ,Basf Aktiengesellschaft,"Jörg Breitenbach, Axel Paul HÄRTL, Jürgen Hofmann, Joerg Rosenberg, Michael Schiessl, Hans Dieter Zettler",1995-10-23,1996-10-23,1997-05-01,,https://patents.google.com/patent/WO1997015293A2/en
CN101743817A,Graft modeling method of branches and ears of trees ,刘聪敏,刘聪敏,2008-12-11,2008-12-11,2010-06-23,,https://patents.google.com/patent/CN101743817A/en
CN100412546C,Method for measuring fingerprint pattern of compound salvia dropping pills ,天津天士力制药股份有限公司,"叶正良, 吴永江, 孙玉侠, 李淑菊, 毅 王, 程翼宇, 范骁晖",2004-03-17,2005-03-17,2008-08-20,2008-08-20,https://patents.google.com/patent/CN100412546C/en
US7678393B1,Mixture composition and method useful for topical and internal application ,DB Laboratories LLC,"Bradford Ray Duncan, David Daniel Bernhard",2006-04-23,2007-04-23,2010-03-16,2010-03-16,https://patents.google.com/patent/US7678393B1/en
CN105078866A,Whitening and freckle removing cream and preparation method thereof ,柳超,柳超,2015-09-10,2015-09-10,2015-11-25,,https://patents.google.com/patent/CN105078866A/en
WO2003056493A1,Nutrition dispensers and method for producing optimal dose of nutrition with the help of a database arrangement ,Laehteenmaeki Pertti,Pertti Lähteenmäki,2001-12-28,2002-12-23,2003-07-10,,https://patents.google.com/patent/WO2003056493A1/en
JP4098985B2,Method of increasing the bioavailability of nutrients and pharmaceutical preparations using tetrahydropiperine and analogs and derivatives thereof ,"サビンサ  コーポレーション, サミ  ラブズ  リミテッド","サンカラン ナタラヤン, ウラジミール バドマエフ, クマー ラジンダー バミイ, サバラクシミ プラカシ, ムハムド マジェード",2000-05-19,2001-05-21,2008-06-11,2008-06-11,https://patents.google.com/patent/JP4098985B2/en
CN102389437A,Application of Centella triterpenes in preparing products for improving cerebral apoplexy sequelae ,中国人民解放军第二军医大学,"张黎, 李铁军, 毛峻琴, 芮耀诚, 邱彦",2011-06-24,2011-11-03,2012-03-28,,https://patents.google.com/patent/CN102389437A/en
KR20150023748A,Plants having increased tolerance to herbicides ,바스프 에스이,"라파엘 아폰테, 스테판 트레슈, 마티아스 비트쉘, 옌스 레르흘, 질 마리 파우리크, 차드 브로머, 토비아스 자이저, 다리오 마싸",2012-06-19,2013-06-19,2015-03-05,,https://patents.google.com/patent/KR20150023748A/en
JP2002241289A,Thickened keratin layer softener ,"Ichimaru Pharcos Co Ltd, 一丸ファルコス株式会社","Yukinaga Nishibe, 幸修 西部",2001-02-16,2001-02-16,2002-08-28,,https://patents.google.com/patent/JP2002241289A/en
CN104334156A,Compounds which inhibit neuronal exocytosis (III) ,路博润高级材料公司,"A·菲尔勒蒙蒂埃尔, G·费尔南德兹巴勒斯特尔, J·M·加西亚安东, C·卡雷诺塞尔莱马, N·阿尔米尼亚纳多梅内奇, R·德尔加多冈萨雷斯",2012-04-13,2013-04-12,2015-02-04,,https://patents.google.com/patent/CN104334156A/en
CN104321048A,Compounds which inhibit neuronal exocytosis (II) ,路博润高级材料公司,"A·菲尔勒蒙蒂埃尔, G·费尔南德兹巴勒斯特尔, J·M·加西亚安东, C·卡雷诺塞尔莱马, N·阿尔米尼亚纳多梅内奇, R·德尔加多冈萨雷斯",2012-04-13,2013-04-12,2015-01-28,,https://patents.google.com/patent/CN104321048A/en
CA2264201A1,Manipulation of proanthocyanidin biosynthesis ,"Commonwealth Scientific And Industrial Research Organisation, Meat Research Corporation, Gregory John Tanner, Roslyn Grace Joseph, Philip John Larkin, Meat And Livestock Australia Limited","Gregory John Tanner, Roslyn Grace Joseph, Philip John Larkin",1996-08-21,1997-08-21,1998-02-26,,https://patents.google.com/patent/CA2264201A1/en
CN1879810A,A medicine for treating vertebrobasilar insufficiency and method for preparing same ,山东中医药大学附属医院,"孙洪胜, 彭伟, 庄欣, 邢玉桂, 郭兴奎, 辛义周, 陈天星, 牟苒苒, 姚莉, 李茂峰",2006-05-12,2006-05-12,2006-12-20,,https://patents.google.com/patent/CN1879810A/en
DE212014000063U1,Use of benzoic acid salt in the manufacture of a composition for prevention or treatment of dementia or mild cognitive impairment ,"China Medical University, Kaohsiung Chang Gung Memorial Hospital",,2014-03-24,2014-03-24,2015-10-12,2015-10-12,https://patents.google.com/patent/DE212014000063U1/en
WO2007049098A2,Therapeutic formulations for the treatment of beta-amyloid related diseases ,Neurochem (International) Limited,"Francine Gervais, Francesco Bellini",2004-06-18,2005-06-17,2007-05-03,,https://patents.google.com/patent/WO2007049098A2/en
CN102274291B,Chinese medicinal preparation for treating stroke and production method thereof ,黄荣,"黄荣, 黄宣霖",2011-07-13,2011-07-13,2013-04-24,2013-04-24,https://patents.google.com/patent/CN102274291B/en
CA2857592A1,Composition based on ubidecarenone ,"Asoltech Srl, Tiziana Canal, Fulvio Fortuna, Elena MENCINI","Tiziana Canal, Fulvio Fortuna, Elena MENCINI",2011-12-02,2012-12-03,2013-06-06,,https://patents.google.com/patent/CA2857592A1/en
WO2010063124A1,Peptide therapeutic conjugates and uses thereof ,Angiochem Inc.,"Jean-Paul Castaigne, Michael Demeule, Catherine Gagnon, Betty Lawrence",2008-12-05,2009-12-07,2010-06-10,,https://patents.google.com/patent/WO2010063124A1/en
EP1379694A2,"Methods, systems and computer program products for determining the biological effect and/or activity of drugs, chemical substances and/or pharmaceutical compositions based on their effect on the methylation status of the dna ",Epigenomics AG,"Kurt Berlin, Alexander Olek",2001-03-01,2002-03-01,2004-01-14,,https://patents.google.com/patent/EP1379694A2/en
US20110257587A1,Iontophoretic Delivery of Curcumin and Curcumin Analogs for the Treatment of Alzheimers Disease ,"Sean Lilienfeld, Dimauro Thomas M","Sean Lilienfeld, Thomas M. DiMauro",2008-06-27,2011-06-29,2011-10-20,,https://patents.google.com/patent/US20110257587A1/en
US20100292512A1,Methylated Curcumin-Resveratrol Hybrid Molecules for Treating Cancer ,Dimauro Thomas M,Thomas M. DiMauro,2008-02-12,2010-05-13,2010-11-18,,https://patents.google.com/patent/US20100292512A1/en
CN100381817C,Quality control of compound Danshen root drops ,天津天士力制药股份有限公司,"叶正良, 吴永江, 孙玉侠, 李淑菊, 毅 王, 程翼宇, 范骁晖",2004-03-17,2005-03-17,2008-04-16,2008-04-16,https://patents.google.com/patent/CN100381817C/en
CN103519163A,Multifunctional health care product composition ,"关士林, 石文渊, 刘景芬","关士林, 石文渊, 刘景芬",2012-07-03,2012-07-03,2014-01-22,,https://patents.google.com/patent/CN103519163A/en
CN100475924C,Adhesive product and transferring instrument ,国誉S&T株式会社,"河下一成, 浦滨圭彬, 笠原宏之",2005-01-25,2006-01-25,2009-04-08,2009-04-08,https://patents.google.com/patent/CN100475924C/en
US7351739B2,Bioactive compounds and methods of uses thereof ,"Wellgen, Inc., The Regents Of The University Of Minnesota, Rutgers, The State University Of New Jersey","Chi-Tang Ho, Naisheng Bai, Zigang Dong, Ann M. Bode, Slavik Dushenkov",2004-04-30,2005-04-29,2008-04-01,2008-04-01,https://patents.google.com/patent/US7351739B2/en
KR20070017944A,Radix salviae miltiorrhizae?extract and composition thereof for the treatment of the aspirin resistance diseases ,티안진 타슬리 파마슈티컬 컴퍼니 리미티드,"지신 구오, 수 리, 시준 얀, 젱리앙 예, 나이펭 우, 나 쟈오",2003-08-28,2004-08-26,2007-02-13,,https://patents.google.com/patent/KR20070017944A/en
US20060246145A1,Methods for treating ocular conditions with cyclic lipid containing microparticles ,"Allergan, Inc.","James Chang, Patrick Hughes, Chin-Ming Chang",2004-04-30,2006-03-08,2006-11-02,,https://patents.google.com/patent/US20060246145A1/en
US20050186291A1,"Herbal extracts of salicornia species, process of preparation thereof, use thereof against tuberculosis ",Council Of Scientific And Industrial Research,"Meena Rathod, Bhupendra Shethia, Jayant Pandya, Pushpito Ghosh, Prakash Dodia, Brahm Srivastava, Ranjana Srivastava, Anil Srivastava, Vinita Chaturvedi",2003-08-29,2005-01-31,2005-08-25,,https://patents.google.com/patent/US20050186291A1/en
CN103876122B,Tomato sauce flavored high dietary fiber and its production method ,广东佳隆食品股份有限公司,林平涛,2014-03-14,2014-03-14,2016-03-16,2016-03-16,https://patents.google.com/patent/CN103876122B/en
KR100899429B1,Prevention and Relaxing of Scalp Itch to Waterfree Shampoo Composition ,"민성희, 황성규","민성희, 윤철훈, 황성규, 황현석",2007-07-23,2007-07-23,2009-05-26,2009-05-26,https://patents.google.com/patent/KR100899429B1/en
CN101801177A,sweetener compositions ,吉百利控股有限公司,"C·A·宾格利, F·菲欧莲扎, L·多德斯",2007-08-01,2008-07-30,2010-08-11,,https://patents.google.com/patent/CN101801177A/en
CN101342122A,Aqueous liquid photoprotective composition based on a polyamide polymer with tertiary amide termination ,莱雅公司,"A·-L·高德里, M·乔索",2007-07-12,2008-07-11,2009-01-14,,https://patents.google.com/patent/CN101342122A/en
WO2004035798A2,Identification of e2f target genes and uses thereof ,Cropdesign N.V.,"Dirk Inze, Veylder Lieven De, Kobe Vlieghe",2002-10-18,2003-10-20,2004-04-29,,https://patents.google.com/patent/WO2004035798A2/en
WO2004070039A2,Rice promoters ,Cropdesign N.V.,"Yves Hatzfeld, Willem Broekaert",2003-02-04,2004-02-04,2004-08-19,,https://patents.google.com/patent/WO2004070039A2/en
US20060079578A1,Pharmaceutical formulations of amyloid inhibiting compounds ,"Julie Laurin, Denis Garceau","Julie Laurin, Denis Garceau",2003-06-23,2005-04-12,2006-04-13,,https://patents.google.com/patent/US20060079578A1/en
WO2002051426A2,"Compositions and methods for treating sexual dysfunction, enhancing sexual function, increasing testosterone levels, and improving muscle strength and mass ",A Glenn Braswell,"A Glenn Braswell, Edward Grinblat, Hans Kugler, Inna Yegorova",2000-12-22,2001-12-07,2002-07-04,,https://patents.google.com/patent/WO2002051426A2/en
CN102293766B,Application of active natural product B used for preparing antifungal product ,杭州双马生物工程有限公司,"秦路平, 游飞, 冯建平, 徐丽莉",2009-08-31,2009-08-31,2014-06-11,2014-06-11,https://patents.google.com/patent/CN102293766B/en
WO2009018493A1,A micro-rna family that modulates fibrosis and uses thereof ,The Board Of Regents Of The University Of Texas System,"Eric Olson, Rooij Eva Van",2007-07-31,2008-07-31,2009-02-05,,https://patents.google.com/patent/WO2009018493A1/en
WO2013098588A1,"Use of calcilytic drugs as a pharmacological approach to the treatment and prevention of alzheimer's disease, alzheimer's disease-related disorders, and down's syndrome neuropathies ","Ubaldo Armato, Dal Pra Ilaria Pierpaola, Chiarini Anna Maria","Ubaldo Armato, PRA' Ilaria Pierpaola DAL, Anna Maria CHIARINI",2011-12-27,2011-12-27,2013-07-04,,https://patents.google.com/patent/WO2013098588A1/en
US20100130783A1,Use of agmatine for protection of retinal ganglion cells ,"Gong Je Seong, Chan Yun Kim, Jong Eun Lee, Samin Hong","Gong Je Seong, Chan Yun Kim, Jong Eun Lee, Samin Hong",2007-04-04,2008-04-03,2010-05-27,,https://patents.google.com/patent/US20100130783A1/en
US20100292316A1,Improved therapeutic methods and compositions comprising chroman ring compounds ,Research Development Foundation,"Bob G. Sanders, Kimberly Kline",2007-07-18,2008-07-09,2010-11-18,,https://patents.google.com/patent/US20100292316A1/en
WO1999037155A1,"Combinations of tyrosine, methylating agents, phospholipids, fatty acids, and st. john's wort for the treatment of mental disturbances ","Nutramax Laboratories, Inc.","Todd R. Henderson, Barbara E. Corson",1998-01-27,1999-01-26,1999-07-29,,https://patents.google.com/patent/WO1999037155A1/en
US7608286B2,Phyto-nutraceutical synergistic composition for hyperlipedemic condition ,Jose Angel Olalde Rangel,Jose Angel Olalde Rangel,2006-09-21,2006-09-21,2009-10-27,2009-10-27,https://patents.google.com/patent/US7608286B2/en
CN101442915A,Protein drink and method of making same ,内克斯特蛋白质公司,"D·A·詹金斯, S·A·里特马尼克, S·舍尔伍德",2006-03-10,2007-03-09,2009-05-27,,https://patents.google.com/patent/CN101442915A/en
WO2005107708A1,Biodegradable intravitreal tyrosine kinase inhibitors implants ,"Allergan, Inc.","Jeffrey L. Edelman, Patrick M. Hughes, Thomas C. Malone, Vries Gerald De, Joan-En Chang-Lin, Jane Guo Shiah, Thierry Nivaggioli, Lon T. Spada, Wendy M. Blanda",2004-04-30,2005-04-29,2005-11-17,,https://patents.google.com/patent/WO2005107708A1/en
WO2005046709A2,Tgf - beta binding and supported peptides ,"Genencor International, Inc.","Anthony G. Day, David A. Estell, Christopher J. Murray, Scott D. Power",2003-11-06,2004-11-06,2005-05-26,,https://patents.google.com/patent/WO2005046709A2/en
US20120021077A1,Synergistic herbal composition for treatment of rheumatic and musculo-skeletal disorders (rmsds) ,"Bhushan Patwardhan, Arvind Chopra, Gumdal Narsimulu, Rohini Handa, Bichile Lata S, Ghulam Nabi Qazi, Arvind Manohar Mujumdar, Sumantran Venil N, Palpu Pushpangadam, Shanta Mehrotra, Ajay Kumar Singh Rawat, Sayyada Khatoon, Subha Rastogi, Govindarajan Raghavan, Ashwinikumar Raut","Bhushan Patwardhan, Arvind Chopra, Gumdal Narsimulu, Rohini Handa, Lata S. Bichile, Ghulam Nabi Qazi, Arvind Manohar Mujumdar, Venil N. Sumantran, Palpu Pushpangadam, Shanta Mehrotra, Ajay Kumar Singh Rawat, Sayyada Khatoon, Subha Rastogi, Govindarajan Raghavan, Ashwinikumar Raut",2007-07-18,2008-07-18,2012-01-26,,https://patents.google.com/patent/US20120021077A1/en
WO2003005836A2,Modified-fat nutritional products useful for preventing or treating obesity ,Trustees Of Boston University,"Barbara E. Corkey, Wen Guo, Han Jianrong",2001-07-10,2002-07-10,2003-01-23,,https://patents.google.com/patent/WO2003005836A2/en
CA2892010A1,Compositions and methods for their dermatological use ,"Vita Naturale, Llc, Brundha BALARAMAN",Brundha BALARAMAN,2012-11-20,2013-11-19,2014-05-30,,https://patents.google.com/patent/CA2892010A1/en
US20070020351A1,Antitubercular extracts of Salicornia brachiata ,"Rathod Meena R, Shethia Bhupendra D, Pandya Jayant B, Ghosh Pushpito K, Dodia Prakash J, Srivastava Brahm S, Ranjana Srivastava, Anil Srivastava, Vinita Chaturvedi, Mariappanadar Vairamani","Meena Rathod, Bhupendra Shethia, Jayant Pandya, Pushpito Ghosh, Prakash Dodia, Brahm Srivastava, Ranjana Srivastava, Anil Srivastava, Vinita Chaturvedi, Mariappanadar Vairamani",2004-05-27,2006-01-23,2007-01-25,,https://patents.google.com/patent/US20070020351A1/en
US20050142191A1,Pharmaceutical formulations of amyloid inhibiting compounds ,Neurochem (International) Limited,Audley Legore,2003-06-23,2004-06-18,2005-06-30,,https://patents.google.com/patent/US20050142191A1/en
KR20150126621A,Peptides for skin rejuvenation and methods of using the same ,네오큐티스 에스아,프랭크 드레허,2013-03-13,2014-02-26,2015-11-12,,https://patents.google.com/patent/KR20150126621A/en
CN104322868A,Goat breeding feed with functions of resisting diseases and putting on weight ,何占房,何占房,2014-10-17,2014-10-17,2015-02-04,,https://patents.google.com/patent/CN104322868A/en
CA2541971C,"Herbal extracts of salicornia species, process of preparation thereof, use thereof against tuberculosis ","Council Of Scientific And Industrial Research, Meena Rajnikant Rathod, Bhupendra Dhanvantrai Shethia, Jayant Batukrai Pandya, Pushpito Kumar Ghosh, Prakash Jagjivanbhai Dodia, Brahm S. Srivastava, Ranjana Srivastava, Anil Srivastava, C. M. Gupta, Vinita Chaturvedi","Meena Rajnikant Rathod, Bhupendra Dhanvantrai Shethia, Jayant Batukrai Pandya, Pushpito Kumar Ghosh, Prakash Jagjivanbhai Dodia, Brahm S. Srivastava, Ranjana Srivastava, Anil Srivastava, C. M. Gupta, Vinita Chaturvedi",2003-08-29,2003-08-29,2013-04-23,2013-04-23,https://patents.google.com/patent/CA2541971C/en
WO2005110368A1,Intraocular implants of alpha-2 adrenergic receptor agonists and methods for improving vision ,"Allergan, Inc.","James Burke, Patrick M. Hughes, Kai-Ming Zhang, Ton Lin, Glenn Huang, Brittany A. Jackson, Larry A. Wheeler, Rosy S. Donn",2004-04-30,2005-04-26,2005-11-24,,https://patents.google.com/patent/WO2005110368A1/en
US7282220B1,Genipin-crosslinked gelatin microspheres as drug carrier ,"Hsing-Wen Sung, Huang-Chien Liang, Wen-Hsiang Chang, Hosheng Tu","Hsing-Wen Sung, Huang-Chien Liang, Wen-Hsiang Chang, Hosheng Tu",1996-11-05,2003-07-18,2007-10-16,2007-10-16,https://patents.google.com/patent/US7282220B1/en
JP2005350453A,Slightly water-soluble component of leaf of lagerstroemia speciosa l. ,"Toyo Shinyaku:Kk, 株式会社東洋新薬","Kinya Takagaki, 欣也 高垣",2004-05-14,2005-05-12,2005-12-22,,https://patents.google.com/patent/JP2005350453A/en
KR20160084322A,루테리온을 이용한 암세포의 텔로머라아제 억제방법 ,권영아,"최원철, 권영아, 전현정, 최석훈, 최창훈, 권성필",2015-01-05,2016-01-05,2016-07-13,,https://patents.google.com/patent/KR20160084322A/ko
FR2939669A1,Procede cosmetique pour controler le brunissement de la peau induit par les radiations uv ; compositions. ,Oreal,"Francine Baldo, Didier Candau",2008-12-17,2008-12-17,2010-06-18,,https://patents.google.com/patent/FR2939669A1/fr
EP1541127A1,Utilisation des modulateurs d'aquaglycéroporines comme amincissant ,L'oreal,Marie-Madeleine Cals-Grierson,2003-12-10,2004-12-07,2005-06-15,,https://patents.google.com/patent/EP1541127A1/fr
EP2011481A2,Composition de protection solaire contenant l'association d'un polymère semi-cristallin et de particules de latex creuses ,L'Oreal,"Didier Candau, Karl Boutelet",2007-07-06,2008-06-20,2009-01-07,,https://patents.google.com/patent/EP2011481A2/fr
EP1847247A1,Compositions comprenant un dérivé diphényl-méthane hydroxylé ,L'oreal,Francine Baldo,2006-04-21,2007-04-10,2007-10-24,,https://patents.google.com/patent/EP1847247A1/fr
WO2008110672A1,Utilisation d'un derive c-glycoside a titre d'agent anti-oxydant ,L'oreal,Delphine Compain,2007-03-12,2007-08-27,2008-09-18,,https://patents.google.com/patent/WO2008110672A1/fr
EP2119429A1,Composition cosmetique contenant un derive de dibenzoylmethane et un derive de pyrrolidinone ; procede de photostabilisation du derive de dibenzoylmethane ,L'Oréal,"Hervé Richard, Roger Rozot",2008-05-14,2009-05-05,2009-11-18,,https://patents.google.com/patent/EP2119429A1/fr
FR2924930A1,Emulsions photoprotectrices huile-dans-eau fluides contenant des agents tensioactifs gemines et un copolymere reticule d'acide methacrylique et d'acrylate d'alkyle en c1-c4; procede de preparation de ces emulsions ,Oreal,"Didier Candau, Karl Boutelet",2007-12-18,2007-12-18,2009-06-19,,https://patents.google.com/patent/FR2924930A1/fr
KR20160084176A,식물유래 루테리온을 이용한 변이된 p53 유전자의 복원방법 ,권영아,"최원철, 권성필, 전현정, 권영아, 최석훈, 최창훈",2015-01-05,2015-01-05,2016-07-13,,https://patents.google.com/patent/KR20160084176A/ko
WO2007057439A1,Procédé d'obtention d'une huile d'avocat raffinée riche en triglycérides et huile susceptible d'être obtenue par un tel procédé ,Laboratoires Expanscience,"Philippe Msika, Jacques Legrand",2005-11-18,2006-11-17,2007-05-24,,https://patents.google.com/patent/WO2007057439A1/fr
FR2842731A1,Utilisation de lignanes pour prevenir ou traiter les signes du vieillissement cutane ,Oreal,"Beatrice Renault, Philippe Catroux",2002-07-25,2002-07-25,2004-01-30,,https://patents.google.com/patent/FR2842731A1/fr
FR2905856A1,Compositions pour traiter les signes cutanes de vieillissement ,Oreal,Francine Baldo,2006-09-15,2006-09-15,2008-03-21,,https://patents.google.com/patent/FR2905856A1/fr
EP1530961A2,Emulsion renfermant des portions de sphères creuses organossiliconées ,L'oreal,Guillaume Cassin,2003-11-13,2004-10-21,2005-05-18,,https://patents.google.com/patent/EP1530961A2/fr
FR2931065A1,Composition cosmetique contenant un derive de dibenzoylmethane et un derive de proline; procede de photostabilisation du derive de dibenzoylmethane ,Oreal,"Benoit Muller, Herve Richard, Irena Beck",2008-05-14,2008-05-14,2009-11-20,,https://patents.google.com/patent/FR2931065A1/fr
EP2016932A2,Utilisation pour la coloration de la peau de l'acide dehydroascorbique ou de ses derives polymeres ; procedes de soin et/ou de maquillage ,L'Oréal,"Francis Pruche, Patrick Choisy",2007-07-09,2008-06-23,2009-01-21,,https://patents.google.com/patent/EP2016932A2/fr
FR2931066A1,Composition cosmetique contenant un derive de dibenzoylmethane et un derive ester de piperidine; procede de photostabilisation du derive de dibenzoylmethane ,Oreal,"Benoit Muller, Irena Beck",2008-05-14,2008-05-14,2009-11-20,,https://patents.google.com/patent/FR2931066A1/fr
JP2003335622A,皮膚外用剤 ,"Noevir Co Ltd, 株式会社ノエビア","Hideji Mori, Atsuko Ogawa, 篤子 小川, 秀司 森",2002-05-16,2002-05-16,2003-11-25,,https://patents.google.com/patent/JP2003335622A/ja
JP2003342124A,皮膚外用剤 ,"Noevir Co Ltd, 株式会社ノエビア","Atsuko Ogawa, Hiroko Ueno, 宏子 上野, 篤子 小川",2002-05-31,2002-05-31,2003-12-03,,https://patents.google.com/patent/JP2003342124A/ja
JP2003335619A,皮膚外用剤 ,"Noevir Co Ltd, 株式会社ノエビア","Atsuko Ogawa, Hiromi Yamashita, 篤子 小川, 洋美 山下",2002-05-14,2002-05-14,2003-11-25,,https://patents.google.com/patent/JP2003335619A/ja
FR2839451A1,"Compose comprenant un polymere, un espaceur et un principe actif, composition contenant ce compose et utilisations ",Oreal,"Francis Xavier Quinn, Peyman Ghandchi",2002-05-07,2002-05-07,2003-11-14,,https://patents.google.com/patent/FR2839451A1/fr
EP2174644B1,Composition cosmétique contenant un dérivé de dibenzoylméthane et un composé dithiolane; procédé de photostabilisation du dérivé de dibenzoylméthane ,L'Oréal,"Karine Lucet-Levannier, Benoit Muller",2008-10-08,2009-08-26,2012-11-14,2012-11-14,https://patents.google.com/patent/EP2174644B1/fr
FR2931062A1,Composition cosmetique contenant un derive de dibenzoylmethane et un compose amide aliphatique ester particulier; procede de photosatabilisation du derive de dibenzoylmethane ,Oreal,"Herve Richard, Benoit Muller",2008-05-14,2008-05-14,2009-11-20,,https://patents.google.com/patent/FR2931062A1/fr
FR2940053A1,Utilisation de l'acide anisique et/ou d'au moins un de ses derives comme agent antioxydant ,Oreal,"Anthony Potin, Geoffroy Remaut",2008-12-18,2008-12-18,2010-06-25,,https://patents.google.com/patent/FR2940053A1/fr
FR2926980A1,Composition cosmetique contenant un derive de dibenzoylmethane et un derive ester d'aminioacide neutre n-acyle particulier ; procede de photostabilisation du derive de dibenzoylmethane ,Oreal,"Didier Candau, Benoit Muller",2008-02-06,2008-02-06,2009-08-07,,https://patents.google.com/patent/FR2926980A1/fr
FR2868309A1,Utilisation cosmetique d'au moins un inhibiteur d'hmg-coa-reductase comme agent destine a prevenir et/ou lutter contre les rides d'expression ,Oreal,"Dominique Fagot, Pascal Portes",2004-04-02,2004-04-02,2005-10-07,,https://patents.google.com/patent/FR2868309A1/fr
FR2877221A1,Composition cosmetique comprenant un actif et un compose d'uree ,Oreal,"Veronique Burnier, Raluca Lorant",2004-11-04,2004-11-22,2006-05-05,,https://patents.google.com/patent/FR2877221A1/fr
FR2956580A1,Procede de coloration de la peau ; composition ; procede de stabilisation d'une composition colorante pour la peau a base de colorant lipophile ,Oreal,"Irene Elguidj, Sayeh Pourhamidi",2010-02-22,2010-02-22,2011-08-26,,https://patents.google.com/patent/FR2956580A1/fr
FR2894144A1,Utilisation du dipeptide tyrosine-arginine dans une composition cosmetique ou pour la preparation d'un medicament ,Oreal,Anthony Potin,2005-12-05,2005-12-05,2007-06-08,,https://patents.google.com/patent/FR2894144A1/fr
EP2223680A2,Association de monosaccharides et d'agents desquamants et son utilisation en cosmétique ,L'Oréal,"Julien Laboureau, Jean-Thierry Simonnet, Pascal Portes",2008-12-30,2009-12-30,2010-09-01,,https://patents.google.com/patent/EP2223680A2/fr
EP1348418A1,Composition cosmétique ou dermatologique contenant l'association d'un tetrahydrocurcuminoide et d'une huile amidée ,L'oreal,"Didier Candau, Cécile Fiandino, Nathalie Seyler",2002-03-28,2003-03-07,2003-10-01,,https://patents.google.com/patent/EP1348418A1/fr
FR2967348A1,Composition cosmetique pour le contour des yeux ,Oreal,"Guillaume Cassin, Myriam Kauffmann",2010-11-17,2010-11-17,2012-05-18,,https://patents.google.com/patent/FR2967348A1/fr
FR2918545A1,"Ensemble pour le conditionnement et l'application d'une composition cosmetique, y compris de soin, sur les matieres keratiniques. ",Oreal,"Delphine Compain, Laure Thiebault",2007-07-12,2007-07-12,2009-01-16,,https://patents.google.com/patent/FR2918545A1/fr
FR2942961A1,Composition cosmetique contenant un derive de dibenzoylmethane et une dihydrochalcone ; procede de photostabilisation du derive de dibenzoylmethane. ,Oreal,"Benoit Muller, Beatrice Renault",2009-03-11,2009-03-11,2010-09-17,,https://patents.google.com/patent/FR2942961A1/fr
FR2938767A1,Composition photoprotectrice contenant un amidon gelifiant et des particules de polyamide ,Oreal,"Cyril Chevalier, Vanessa Duffet, Carole Guiramand",2008-11-25,2008-11-25,2010-05-28,,https://patents.google.com/patent/FR2938767A1/fr
